,credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
2290,1,all_other,0.1357,33.97,9.392661929,14,682,1380,4352,62.2,1,0,0,1
2291,0,debt_consolidation,0.1071,130.41,10.54534144,3.85,687,810,6283,57.1,0,0,0,0
2292,0,credit_card,0.1545,645.4,11.1611812,28.78,717,7529.041667,69744,76.1,1,0,0,0
2293,0,all_other,0.1324,104.81,10.71441777,12,657,8940,2829,108.8,0,0,0,0
2294,0,all_other,0.147,138.08,10.22557105,22.61,642,1320.041667,3395,97,0,0,0,0
2295,0,home_improvement,0.1821,362.59,10.91501573,13.46,687,2610,3802,9,9,0,0,0
2296,0,debt_consolidation,0.1843,727.4,11.65268741,5.25,662,9511,14548,87.6,4,0,1,0
2297,0,all_other,0.1474,34.54,11.03488966,1.49,702,1080,1914,44.5,0,0,0,1
2298,1,educational,0.1095,183.2,10.30895266,10.56,722,3330,716,5.4,3,0,0,1
2299,0,credit_card,0.1886,245.13,10.71441777,25.76,647,3539.958333,31939,82.7,4,0,0,0
2300,0,all_other,0.16,105.48,9.998615898,13.2,677,1170,1270,70.6,4,0,0,0
2301,0,debt_consolidation,0.164,296.99,10.81174611,27.7,672,1949,27750,66.5,5,0,0,0
2302,0,debt_consolidation,0.152,208.59,10.31692083,19.96,642,1980.041667,6083,23.9,1,0,0,1
2303,1,home_improvement,0.0768,218.34,11.34687088,23.21,777,8430,36268,32.9,2,0,0,1
2304,0,all_other,0.1122,118.24,10.81977828,2.86,667,181,736,51.3,2,0,0,0
2305,1,debt_consolidation,0.1091,817.41,11.19821472,22.13,737,9900,3472,4.5,1,0,0,1
2306,0,credit_card,0.1272,268.48,10.77895629,18.5,677,1830,7368,82.8,4,0,0,1
2307,1,debt_consolidation,0.1146,329.57,11.45100751,7.85,727,6600,17465,95.4,1,0,0,1
2308,0,home_improvement,0.1596,84.34,10.04324949,15.86,632,569.9583333,231,77,2,0,0,1
2309,1,debt_consolidation,0.1348,339.25,10.62861778,13.8,687,4080,14246,74.2,0,0,1,0
2310,1,debt_consolidation,0.1253,401.6,10.81977828,11.88,722,2790.041667,7085,41.7,1,0,0,1
2311,0,small_business,0.1739,358.48,12.20607265,10.8,687,4649.958333,191303,78.2,5,0,0,1
2312,0,all_other,0.092,191.36,11.48246626,19.6,737,12240.04167,40904,34.4,12,0,0,0
2313,0,debt_consolidation,0.1426,171.53,10.55302239,19.99,707,1110,682,20.1,4,0,0,0
2314,0,educational,0.1375,495.52,11.33857208,19.1,662,6660.041667,26710,102.7,3,0,0,0
2315,1,small_business,0.1739,179.24,11.2515607,23.19,687,9631.041667,35820,96.8,1,0,0,1
2316,1,home_improvement,0.1411,222.49,11.19821472,11.59,767,5522.958333,0,34.5,1,0,0,1
2317,1,credit_card,0.1062,814,11.98042596,15.2,762,5820,50110,10.5,2,0,0,0
2318,0,all_other,0.2011,130.27,10.81977828,15.65,672,600,390,26,4,0,0,1
2319,1,all_other,0.1039,134.67,11.2515607,5.91,697,6900,17243,43,1,0,0,1
2320,0,credit_card,0.1095,107.96,11.28616287,23.17,722,4680,31890,48.1,4,0,0,0
2321,1,all_other,0.1091,163.49,10.57131693,11.78,707,4889,5406,33.4,0,0,1,1
2322,0,all_other,0.16,351.58,11.01862914,8.79,702,5520,4715,38.3,8,0,0,0
2323,1,all_other,0.1253,50.2,10.69203582,20.75,677,4080.041667,920,21.9,0,0,0,1
2324,1,debt_consolidation,0.1114,82.01,11.15625052,18.09,712,8130,14482,84.2,0,0,0,1
2325,1,debt_consolidation,0.1426,521.45,10.66895539,17.19,702,4051,18944,97.6,2,0,0,1
2326,1,home_improvement,0.1322,172.39,11.15625052,9.14,692,3720.041667,1999,54,3,0,0,1
2327,0,small_business,0.128,503.97,11.00209984,22.44,687,4859.041667,23,1.3,5,2,0,1
2328,0,debt_consolidation,0.1545,122.11,10.52325726,28.66,697,5580.041667,22670,77.5,1,0,0,0
2329,1,debt_consolidation,0.1347,441,10.85892207,12.44,707,2700.041667,8898,75.4,0,0,0,1
2330,0,all_other,0.1703,124.84,11.15625052,25.51,662,5189.958333,7461,90.5,8,0,0,1
2331,0,credit_card,0.1493,311.68,10.30895266,10.72,662,1950.041667,11255,73.6,5,0,0,0
2332,1,all_other,0.1008,188.99,11.28978191,17.61,722,3870,2930,10.7,2,0,1,1
2333,1,small_business,0.1178,297.99,11.40756495,13.63,687,8100.041667,51664,18,2,0,0,1
2334,1,all_other,0.0751,311.1,10.30895266,8.6,752,2522,6268,22,0,0,0,0
2335,1,debt_consolidation,0.1189,99.5,10.12647109,19.06,707,8730,1952,26,0,0,0,1
2336,0,debt_consolidation,0.1412,59.92,11.56171563,17.7,657,3989.958333,30734,55.7,1,1,0,0
2337,0,all_other,0.1166,82.64,10.39513036,20.33,687,2370,15,0.4,6,0,0,0
2338,0,home_improvement,0.1392,170.69,10.46310334,3.22,682,3990,412,41.2,4,0,0,0
2339,1,credit_card,0.1128,218.6,11.1844214,16.86,697,2208,21659,49.9,1,0,0,1
2340,0,debt_consolidation,0.1576,437.99,11.48246626,11.84,652,4079.958333,21861,88.1,2,0,0,0
2341,1,debt_consolidation,0.1071,684.64,11.08214255,2.9,722,1380.041667,5694,17.7,1,0,0,1
2342,1,all_other,0.1496,221.74,11.1844214,15.45,662,2614,9317,61.7,2,0,0,0
2343,0,all_other,0.1407,239.49,10.6974208,14.92,652,3720,0,0,1,2,0,0
2344,1,small_business,0.1496,788.18,11.00209984,7.3,782,4619.958333,2247,18.6,0,0,0,1
2345,0,debt_consolidation,0.1158,495.21,11.69524702,14.65,732,9990.041667,182274,48.9,0,1,0,0
2346,0,small_business,0.1387,852.87,11.95761129,20.79,712,7260,188854,0,0,1,1,1
2347,1,debt_consolidation,0.0859,158.06,11.22524339,12.59,747,6060.041667,8119,23.9,1,0,0,1
2348,1,debt_consolidation,0.0988,322.11,11.15625052,6.24,727,3780.041667,12991,22.6,2,0,0,0
2349,0,debt_consolidation,0.1343,508.53,11.00209984,2.16,662,3360.041667,3286,84.3,6,0,0,1
2350,0,educational,0.1507,52.05,9.035986985,10,652,1019.958333,1764,53.5,2,1,0,0
2351,0,all_other,0.092,95.68,10.59663473,0.99,707,779,1676,64.5,1,0,0,0
2352,0,debt_consolidation,0.1221,319.83,11.48246626,23.72,712,5639.958333,116325,3.7,0,0,0,0
2353,1,credit_card,0.0976,192.93,11.01856357,12.37,712,3149.958333,6432,99,2,0,0,1
2354,0,credit_card,0.1947,922.42,11.56171563,19.81,662,3380.041667,20622,76.4,5,0,0,0
2355,1,all_other,0.1241,200.47,10.77895629,17.53,707,6509.958333,1966,93.6,1,0,0,1
2356,0,debt_consolidation,0.1347,271.39,11.25161265,7.84,697,3990,6700,45,4,0,0,0
2357,1,debt_consolidation,0.1221,666.3,11.1844214,14.63,727,4320,28585,60.8,0,0,0,1
2358,1,debt_consolidation,0.1739,645.26,11.22390917,11.84,672,1591,12798,93.2,1,0,0,1
2359,1,credit_card,0.1284,365.6,10.63344871,13.76,697,3809.958333,8422,81.8,0,0,0,1
2360,0,debt_consolidation,0.145,61.96,10.30895266,2.84,642,1200,1429,84.1,2,0,0,0
2361,0,debt_consolidation,0.1461,258.57,11.2515607,12,672,2429.958333,6393,24.8,4,0,1,0
2362,0,small_business,0.1533,870.71,11.8493977,23.81,712,7775.041667,60048,80.1,5,0,0,0
2363,0,major_purchase,0.1663,99.32,9.61580548,16.48,667,1020.041667,6399,50,1,0,0,0
2364,0,debt_consolidation,0.1059,195.28,9.903487553,12.9,697,4169.958333,13660,66,4,0,0,0
2365,0,small_business,0.1979,787.46,11.28978191,19.2,692,5639.958333,40407,63.5,6,0,0,0
2366,0,debt_consolidation,0.1114,32.81,10.97934285,14.62,717,3330.041667,5684,26.2,4,0,0,0
2367,0,credit_card,0.1412,239.66,11.17043516,6.24,657,2490,8558,80.7,3,0,0,0
2368,1,credit_card,0.0751,155.55,11.04132055,12.75,737,5160,11757,42.6,0,0,0,0
2369,0,small_business,0.16,878.94,11.69524702,20.15,742,8100,215175,35,4,0,0,0
2370,0,all_other,0.097,160.64,10.42797937,7.24,717,1050,2208,15.7,3,0,0,0
2371,0,credit_card,0.1425,82.32,11.00967111,22.93,652,6090.041667,25203,93,0,0,0,0
2372,0,credit_card,0.1091,163.48,10.65725935,1.21,677,719,1424,43.2,1,0,0,0
2373,1,credit_card,0.1221,133.26,10.57131693,24.98,692,1860,6714,57.9,1,0,0,1
2374,1,all_other,0.0963,385.14,11.19547123,9.26,752,2969.958333,4087,23.4,0,0,0,1
2375,1,all_other,0.1793,902.94,12.61153775,8.6,677,7170.041667,38436,73.2,0,1,0,0
2376,1,all_other,0.1496,866.16,11.41861479,3.98,707,4021,12797,30.2,3,0,0,0
2377,0,all_other,0.1209,266.06,11.33857208,9.87,702,3420,1077,15.8,5,0,0,0
2378,1,small_business,0.1062,468.86,11.00209984,6.26,727,3180.041667,14373,88.2,0,0,0,0
2379,0,all_other,0.1774,432.26,10.27642947,11.36,682,5671.041667,13328,93.9,7,0,1,0
2380,1,all_other,0.1531,146.23,10.30895266,9.8,667,1860,5256,93.9,0,0,0,1
2381,0,debt_consolidation,0.1008,164.76,9.61580548,11.12,707,6209.958333,9115,37.8,11,0,0,1
2382,1,debt_consolidation,0.1474,487.84,10.30895266,11.24,677,3060.041667,23762,94.3,1,0,0,1
2383,0,small_business,0.128,167.99,11.51292546,9.98,652,2519.958333,40238,63.2,10,0,0,0
2384,0,major_purchase,0.0976,128.62,10.75248397,7.29,707,990,0,19.3,0,0,0,0
2385,0,debt_consolidation,0.1375,204.34,9.903487553,8.4,652,543.9583333,1421,71.7,3,0,0,0
2386,1,all_other,0.1663,638.46,10.8077057,10.91,667,2040.041667,6241,21,3,0,0,1
2387,0,debt_consolidation,0.1482,359.61,11.15625052,3.82,647,4080,10074,59.6,0,4,0,0
2388,1,credit_card,0.1379,545.21,11.28978191,10.95,702,3420.041667,13742,64.5,0,0,0,1
2389,0,credit_card,0.0933,319.54,11.05089001,0.82,717,346,0,0,2,0,0,0
2390,1,small_business,0.1189,663.28,10.78103746,10.55,792,5022,53287,0.2,5,0,0,1
2391,1,educational,0.1253,669.33,10.83958091,23.93,722,2070.041667,10695,43.8,0,0,0,1
2392,0,debt_consolidation,0.1482,345.78,11.55214618,25.47,692,8789,22470,45.9,0,0,0,0
2393,0,debt_consolidation,0.1311,337.45,10.69194491,23.62,702,3780.041667,6255,56.9,5,2,0,0
2394,0,all_other,0.1134,230.3,11.41751528,11.93,677,3029.958333,12965,96.8,4,0,0,1
2395,0,all_other,0.1387,119.41,11.26446411,8.86,647,2910,5376,71.7,8,1,0,1
2396,0,credit_card,0.1134,213.85,11.42954386,2.78,682,3869.958333,32776,65,4,0,0,0
2397,1,debt_consolidation,0.1505,173.46,10.20359214,4.31,687,1440,3329,95.1,0,0,0,1
2398,0,small_business,0.1505,131.83,10.55059079,12.19,712,1589.958333,639,6.8,5,0,0,0
2399,1,small_business,0.1241,501.16,12.76568843,5.86,692,2429.958333,36073,72.9,2,0,0,1
2400,1,major_purchase,0.1348,169.63,10.77895629,3.13,697,4440,198,39.6,1,0,0,1
2401,0,credit_card,0.1064,244.27,10.59663473,2.07,702,11730,599,3.2,8,1,1,1
2402,1,debt_consolidation,0.1292,504.84,10.71441777,6.08,677,3240,5071,78,1,1,0,1
2403,1,small_business,0.1913,73.45,10.81977828,17.28,677,3996,11132,98.5,1,1,0,1
2404,0,all_other,0.145,41.31,10.81627215,22.2,652,2999.958333,12759,78.8,2,0,0,0
2405,0,debt_consolidation,0.1128,73.14,10.87804719,16.78,702,5160,31412,52.8,5,0,0,0
2406,0,all_other,0.0901,38.17,10.49127422,3.27,707,4680,0,2.2,5,1,0,0
2407,0,credit_card,0.1357,611.44,11.49272276,6.27,702,4289.958333,22910,53.3,4,1,0,0
2408,0,debt_consolidation,0.1861,464.86,11.22524339,29.47,662,3990,22038,78.7,8,0,0,1
2409,1,home_improvement,0.1392,273.1,10.30895266,20.16,697,1409.958333,1923,76.9,1,0,0,1
2410,1,debt_consolidation,0.1221,166.58,10.08580911,14.05,692,8769,5122,73.2,0,0,1,1
2411,1,debt_consolidation,0.0988,483.16,12.4292162,4.95,757,4638.041667,13020,25.4,1,0,0,0
2412,0,small_business,0.1426,514.59,11.28978191,17.86,782,11220,235868,17.5,0,0,0,0
2413,0,debt_consolidation,0.1062,390.72,11.58988651,13.68,737,7470.041667,17042,46.7,5,1,0,0
2414,0,debt_consolidation,0.1249,140.48,10.80972795,7.68,662,1019,6670,72.5,1,0,0,0
2415,0,small_business,0.2121,188.93,11.00209984,0.36,662,3660.041667,581,12.1,5,2,0,0
2416,0,home_improvement,0.1322,261.96,10.71441777,17.6,702,5309.958333,400,3.7,5,1,0,1
2417,0,debt_consolidation,0.1739,716.95,11.56171563,21.58,667,4890.041667,24599,64.1,4,0,0,0
2418,1,debt_consolidation,0.0774,288.78,11.1124479,8.17,777,5789.958333,18147,16.7,1,0,0,1
2419,0,debt_consolidation,0.1091,425.04,11.03488966,20,697,4979.958333,13748,50.2,4,0,1,0
2420,0,debt_consolidation,0.1387,266.1,10.76637751,23.01,677,9660.041667,7073,60.5,7,0,0,0
2421,0,educational,0.0859,63.23,10.04324949,5.63,737,3660,5563,53.5,4,0,0,0
2422,0,home_improvement,0.1355,254.7,10.91508846,15.1,662,3900,17599,41.7,11,0,0,0
2423,1,all_other,0.1379,136.31,11.16336799,8.19,712,4049,11352,98.7,2,0,0,1
2424,0,debt_consolidation,0.1442,137.54,10.59663473,22.32,707,7409.958333,12121,89.8,7,1,0,1
2425,0,all_other,0.0768,262.01,11.8493977,14.2,712,5640,164861,35.2,0,0,0,0
2426,0,all_other,0.1287,201.8,11.3736634,9.09,712,4529.958333,3236,29.2,6,0,0,0
2427,0,debt_consolidation,0.1393,187.8,10.4341158,19.34,657,2789.041667,3266,46,6,0,0,0
2428,1,all_other,0.1189,530.63,11.22524339,3.06,752,3750,4498,5.3,0,0,0,1
2429,0,debt_consolidation,0.1355,50.94,10.30895266,14.2,647,7019.958333,0,0,0,3,0,0
2430,0,credit_card,0.1505,333.04,11.28978191,24.27,667,4320,121352,94.2,0,0,0,0
2431,1,all_other,0.1284,141.2,10.23466006,10.21,682,4020,4002,61.6,2,0,0,1
2432,0,small_business,0.1531,870.39,11.91839057,22.7,762,6960,248480,42.4,0,0,0,0
2433,0,educational,0.1229,250.15,11.56171563,21.34,687,4230,20947,51.8,7,0,0,1
2434,1,credit_card,0.092,306.18,11.03488966,13.12,742,5250.041667,24406,40.3,1,0,0,1
2435,0,small_business,0.1947,885.52,11.26446411,12.14,682,1799.958333,22161,75.9,4,0,0,0
2436,1,credit_card,0.0988,128.85,10.858999,2.47,717,2383.041667,3187,37.1,0,0,0,0
2437,0,small_business,0.1438,412.35,11.51292546,11.4,647,7350.041667,37367,66.5,15,0,0,0
2438,1,small_business,0.167,275.14,10.16585182,19.52,697,1650.041667,10634,71.5,0,0,0,1
2439,1,debt_consolidation,0.1183,331.34,10.46321762,24.13,717,6449.958333,5587,73.5,0,0,0,1
2440,0,debt_consolidation,0.1083,365.78,12.76569986,9.43,717,8640,228727,77.5,4,0,0,1
2441,0,debt_consolidation,0.1197,199.2,10.77895629,15.38,677,4229.958333,4956,40,4,0,0,0
2442,0,debt_consolidation,0.1387,163.75,10.73639668,22.72,662,2010,0,71.7,6,0,0,0
2443,0,educational,0.1347,149.26,10.54534144,19.11,672,4139.958333,2166,54.1,4,0,0,0
2444,1,debt_consolidation,0.1367,489.86,11.69524702,13.01,672,4200,14827,43.5,3,0,0,1
2445,1,debt_consolidation,0.1099,392.83,10.89766482,23.51,707,5160,22083,75.9,2,0,0,0
2446,0,debt_consolidation,0.1442,85.96,9.852194258,24,672,2520,5475,48.8,4,0,0,0
2447,1,small_business,0.1947,184.49,10.3185148,2.5,697,4800.041667,2077,64.9,2,2,0,1
2448,0,debt_consolidation,0.1734,179.12,10.46310334,26.78,652,4230,5101,92.7,5,1,1,1
2449,0,debt_consolidation,0.1392,512.06,11.18976142,16.68,697,3839.958333,21063,59.2,5,0,0,0
2450,1,all_other,0.1183,115.97,11.40756495,4.33,717,3510.041667,11999,94.5,0,0,0,1
2451,1,debt_consolidation,0.1316,624.75,10.91508846,21.67,702,4229.958333,24983,63.7,1,0,0,1
2452,0,debt_consolidation,0.1103,491.3,11.1844214,6.5,707,990.0416667,10935,27.3,1,0,0,0
2453,1,debt_consolidation,0.1531,844.28,11.82041016,5.99,682,3930.958333,6548,63,0,0,0,1
2454,0,all_other,0.164,282.84,12.07254125,23.84,657,4740,65626,99.6,3,0,0,1
2455,1,all_other,0.1218,59.94,9.798127037,6.33,717,1230.041667,1454,33.8,0,0,0,1
2456,1,all_other,0.0894,222.41,10.71441777,15.2,722,3631,5764,31.5,1,0,0,1
2457,0,credit_card,0.1114,498.62,11.46163217,14.5,762,6780.041667,217827,43.5,2,0,0,1
2458,0,educational,0.1197,830,12.1281111,22.72,727,5699.041667,226567,0.7,4,0,0,1
2459,1,all_other,0.1635,176.65,11.00209984,3.16,667,2880,0,0,1,0,0,1
2460,1,small_business,0.1982,229.86,9.862665558,0,667,1440,0,0,0,0,1,1
2461,1,all_other,0.2086,94.02,10.727663,0.53,662,2029.041667,2106,91.6,3,0,0,1
2462,0,debt_consolidation,0.128,161.27,10.02127059,10.29,652,3180,5070,72.4,3,1,0,0
2463,1,small_business,0.1273,503.5,11.71177632,24.44,702,5880,52601,73.1,1,0,0,0
2464,0,all_other,0.1039,243.38,12.08953883,15.69,712,4410,161337,62.9,3,0,0,0
2465,1,debt_consolidation,0.1474,518.06,11.08220409,22.1,672,4934.041667,23535,66.7,2,0,1,1
2466,0,educational,0.1134,157.92,10.23995979,5.14,677,816.9583333,40,3.3,1,0,0,0
2467,1,all_other,0.1183,99.41,9.574983486,4.17,737,2250,0,0,1,0,0,1
2468,0,educational,0.1482,276.62,11.40756495,15.95,652,720,4682,72,0,1,0,0
2469,1,all_other,0.1114,131.22,11.00209984,11.08,722,5116,24220,68.6,0,0,0,1
2470,1,credit_card,0.1355,254.7,10.91508846,21.51,672,3870,17590,86.2,1,0,0,1
2471,0,home_improvement,0.1418,513.98,10.89673933,10.47,662,2610,1298,12.1,4,1,0,0
2472,0,debt_consolidation,0.1322,475.75,11.55760242,23.71,692,5910,156752,79.9,0,0,0,0
2473,0,educational,0.1759,107.85,10.75907241,29.74,662,4500,2663,20.3,0,1,0,0
2474,1,debt_consolidation,0.0894,55.61,9.169518377,21.25,732,2640,2385,54.2,1,0,0,1
2475,0,credit_card,0.1071,58.69,11.71993963,11.55,682,4950,15853,63.4,6,0,0,0
2476,1,all_other,0.0963,320.95,10.68510338,1.35,737,7559.958333,1876,12.3,2,0,0,1
2477,0,debt_consolidation,0.0976,241.16,11.33857208,7.03,737,2580,37241,14.8,6,0,0,1
2478,0,small_business,0.1355,135.84,11.27973158,15.06,657,2880,42670,65.5,3,1,0,0
2479,1,debt_consolidation,0.1537,522.7,11.81303006,18.12,667,9000.041667,17258,81.4,1,1,0,1
2480,1,debt_consolidation,0.1715,571.64,11.05366789,19.13,667,4290,55188,98.3,3,0,0,1
2481,0,debt_consolidation,0.1778,901.06,11.28978191,12.99,672,5610.041667,35251,83.5,6,1,0,0
2482,0,debt_consolidation,0.1461,517.13,11.3083583,18.2,682,3872.041667,80237,93.2,2,0,0,0
2483,1,debt_consolidation,0.1091,505.16,11.69524702,16.97,697,9659,57196,44.5,3,0,0,1
2484,0,debt_consolidation,0.1533,870.71,11.85651517,23.82,707,4800,259128,94.4,0,0,0,0
2485,1,debt_consolidation,0.0859,347.72,9.952277717,16.46,752,3629.958333,4372,21.1,1,0,0,1
2486,1,major_purchase,0.0714,129.95,11.05089001,8.57,752,5766.041667,2483,27.6,3,0,0,0
2487,0,all_other,0.1028,164.42,11.46163217,10,702,2310,0,20.1,3,1,0,0
2488,0,credit_card,0.1241,334.11,10.59663473,9.51,692,6690.041667,23534,45.8,4,0,0,0
2489,0,all_other,0.1355,135.84,10.9331784,8.98,652,3630,1254,96.5,2,0,0,0
2490,0,all_other,0.1304,337.14,10.83958091,12.8,707,4200.041667,3359,12.9,5,1,0,0
2491,0,debt_consolidation,0.1496,692.9,12.34583459,10.12,687,4170.041667,13925,55.5,5,2,0,0
2492,0,all_other,0.1474,48.36,10.20359214,3.42,682,2880,124,41.3,5,0,0,1
2493,1,debt_consolidation,0.1209,359.18,10.57867441,5.53,697,1650.041667,14922,43.8,1,0,0,1
2494,1,home_improvement,0.1426,222.99,10.13459927,16.38,672,3990,1562,57.9,3,0,1,1
2495,0,educational,0.1936,81.05,10.27505111,23.34,667,2039.958333,6020,65.4,9,0,1,1
2496,0,major_purchase,0.1284,336.18,12.24047407,3.74,697,5100,28454,60.3,4,0,0,0
2497,0,home_improvement,0.1861,227.87,11.00209984,26.08,642,5790,57415,83.1,1,0,0,0
2498,1,debt_consolidation,0.1411,342.29,11.00209984,21.32,682,3090.041667,7168,23.3,1,0,0,1
2499,1,debt_consolidation,0.1218,249.75,10.50012383,13.02,707,4140,6528,42.7,1,0,0,1
2500,1,debt_consolidation,0.1273,234.97,11.07906088,23.96,697,13980,14441,87,0,0,0,0
2501,1,home_improvement,0.1322,338.01,11.1844214,0.93,737,1409.958333,3714,18.2,0,0,0,1
2502,0,home_improvement,0.1304,202.28,11.15625052,10.77,677,3120,244,8.7,6,0,0,0
2503,0,debt_consolidation,0.1134,230.3,10.73639668,4.2,682,3241,7931,27.7,8,0,0,0
2504,1,all_other,0.1059,269.31,11.59910316,24.01,767,4665.958333,29901,71.2,2,0,0,1
2505,1,small_business,0.1253,312.08,11.35040654,18.58,712,8970.041667,67614,49.2,0,0,0,1
2506,0,debt_consolidation,0.1722,525.75,10.1266311,14.74,652,5820,1055,39.1,1,0,0,0
2507,1,educational,0.1241,185.43,9.998797732,11.73,677,3539.958333,1212,22.9,3,0,0,1
2508,0,all_other,0.1758,345.05,10.96819829,23.11,677,3540.041667,4656,27.1,8,0,0,0
2509,0,debt_consolidation,0.145,172.11,11.4019939,16.57,647,5129.958333,21251,80.8,0,0,0,0
2510,0,all_other,0.0933,131.01,9.680344001,2.7,702,391,355,59.2,0,0,0,0
2511,1,all_other,0.1496,415.74,11.33857208,15.06,677,6990,28577,94.6,0,0,0,1
2512,0,debt_consolidation,0.147,207.11,9.998797732,20,667,2614,15782,36.2,19,0,0,0
2513,0,debt_consolidation,0.1355,135.84,10.79957558,18.74,667,3540,16195,88.5,4,1,0,0
2514,0,debt_consolidation,0.1551,438.2,11.19821472,19.73,657,6210,26066,98,13,0,1,1
2515,1,debt_consolidation,0.0988,467.06,10.49127422,24.4,742,3120.041667,9752,55.7,0,0,0,0
2516,0,all_other,0.128,100.8,11.22524339,3.42,647,3330,296,74,3,0,1,0
2517,1,debt_consolidation,0.183,907.6,12.36734079,7.28,672,6570,28897,46.9,1,1,0,1
2518,0,debt_consolidation,0.1632,367.26,11.09741002,8.87,667,2910,13991,96.2,4,0,0,0
2519,0,debt_consolidation,0.1505,503.03,10.07693653,5.75,697,2820,3695,46.2,6,0,1,1
2520,0,debt_consolidation,0.1362,81.59,10.77058804,15.53,647,1470,1233,35.2,1,0,0,0
2521,0,debt_consolidation,0.145,172.11,10.91871823,4.54,642,5190,333,33.3,7,0,0,1
2522,1,debt_consolidation,0.1273,570.63,11.09968017,22.75,707,3750,26146,76.2,0,0,0,0
2523,0,debt_consolidation,0.209,526.73,10.91508846,13.81,662,4110.041667,13020,33,4,0,0,0
2524,0,educational,0.1217,299.67,9.998797732,3.27,667,708.9583333,0,0,1,0,0,0
2525,1,debt_consolidation,0.1273,402.8,11.47210347,2.51,697,3392,10051,41,1,0,0,0
2526,0,major_purchase,0.1071,84.77,9.83734775,0.64,682,209.0416667,287,28.7,4,0,0,0
2527,0,all_other,0.1316,135.09,10.49127422,3.67,677,3870,1048,49.9,4,0,0,0
2528,0,all_other,0.0933,95.86,9.903487553,10,712,3512.958333,0,48.1,4,0,0,0
2529,0,home_improvement,0.1513,260.47,11.22524339,17.76,647,5850,12902,70.1,0,0,0,0
2530,1,debt_consolidation,0.1114,203.39,10.08580911,8.9,737,4470.041667,6143,56.4,1,0,0,1
2531,1,home_improvement,0.1025,161.93,10.81977828,19.23,712,4296.041667,36705,82.5,2,0,0,0
2532,1,debt_consolidation,0.0775,101.47,10.49127422,2.73,742,2550,2353,12.4,0,0,0,1
2533,1,debt_consolidation,0.1488,692.14,11.23848862,7.11,667,3899.041667,15773,95,0,0,0,1
2534,0,debt_consolidation,0.1482,242.05,11.39075783,16.3,647,3180,9600,72.7,4,0,0,1
2535,0,debt_consolidation,0.1407,171.05,10.71441777,0.53,642,2846,123,41,6,13,0,0
2536,1,home_improvement,0.0894,397.15,12.10598708,4.26,772,5103,31141,0.4,2,0,0,1
2537,0,debt_consolidation,0.1062,398.86,11.15625052,24.27,717,9330.041667,74403,68.8,1,0,0,0
2538,0,all_other,0.152,470.18,10.77895629,26.08,687,5339.041667,32005,70.4,1,0,0,0
2539,1,all_other,0.1287,94.18,10.72161404,3.52,682,4289.958333,2391,30.7,1,0,0,1
2540,0,credit_card,0.1141,164.67,10.32548196,0.39,677,183.0416667,397,39.7,1,0,0,0
2541,1,debt_consolidation,0.1459,130.97,9.92329018,19.29,672,6316.041667,17012,91,1,1,0,1
2542,0,debt_consolidation,0.1734,644.8,11.38509209,10.73,652,4230.041667,12781,46,0,4,0,1
2543,0,debt_consolidation,0.0964,192.6,11.60823564,15.49,707,5280,33985,85,11,0,0,0
2544,0,debt_consolidation,0.1134,197.4,10.37349118,21.9,702,2760.041667,7152,100.7,0,0,0,0
2545,0,debt_consolidation,0.1531,278.53,11.05879518,17.37,667,2313.041667,23600,78.9,4,0,0,0
2546,1,all_other,0.1533,522.43,11.35040654,22.63,682,3660,21180,96.7,2,0,0,1
2547,1,home_improvement,0.128,84,10.37349118,20,682,5492,3408,35.1,1,0,0,1
2548,1,all_other,0.0933,319.54,10.50506754,19.46,727,4470.041667,827,6.6,2,0,0,1
2549,0,small_business,0.1299,505.34,11.40756495,10.24,672,2250,4162,68.4,14,0,1,1
2550,1,debt_consolidation,0.1496,194.02,10.71441777,4,667,3180.041667,3839,76.8,0,0,1,1
2551,1,debt_consolidation,0.1565,227.41,10.49127422,14.97,662,4290,4357,92.7,1,0,0,1
2552,0,debt_consolidation,0.16,787.53,11.26446411,19.34,682,3780.041667,15897,66,5,0,1,0
2553,0,debt_consolidation,0.1766,179.92,11.91839057,27.86,652,5999.958333,110498,99.7,7,0,0,1
2554,0,all_other,0.08,141.02,10.16600565,1.43,767,929.9583333,1057,23.5,0,0,0,0
2555,1,all_other,0.1411,855.73,11.66767025,15.53,712,2789.958333,26438,48.7,1,0,0,1
2556,0,debt_consolidation,0.1114,262.45,10.71441777,6.93,722,7169.958333,26610,65.4,4,1,0,0
2557,0,all_other,0.1357,407.63,10.90824693,13.77,727,4955.041667,9139,49.4,7,0,0,0
2558,1,debt_consolidation,0.0945,230.47,10.71441777,0.8,717,2730.041667,3332,30.6,0,0,0,1
2559,0,all_other,0.1387,136.46,10.25765937,10.21,647,3660,1485,74.2,5,0,1,0
2560,1,educational,0.0788,281.53,12.20607265,4.18,737,6360.041667,5663,13.2,2,1,0,1
2561,0,debt_consolidation,0.147,324.48,11.17043516,21.58,657,2984,1992,18.3,3,6,0,0
2562,0,small_business,0.1367,850.44,11.60823564,23.05,702,3989.958333,238903,80.5,1,0,0,0
2563,0,debt_consolidation,0.0964,141.25,10.30895266,3.72,697,1050,3493,63.5,0,0,0,0
